employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
3750,2022-09-27,Project Management,External,Passed,Andrewport,Paul Williams,5,283.05
3751,2022-11-10,Customer Service,Internal,Incomplete,Teresabury,Brittney Miller,4,511.13
3752,2023-05-31,Communication Skills,Internal,Completed,West Haleyfort,Joseph Chambers,1,158.86
3753,2022-09-19,Project Management,External,Failed,South Michaelland,Jennifer Hunter,1,741.95
3754,2023-03-08,Technical Skills,External,Incomplete,West Carolynbury,Jeffrey Gonzales,4,132.52
3755,2023-06-27,Customer Service,Internal,Completed,Lake Lindaland,Tricia Flowers,1,736.19
3756,2023-03-27,Technical Skills,External,Failed,South Hollyton,Jimmy Roach,4,521.51
3757,2022-10-21,Technical Skills,Internal,Incomplete,Port Scott,Valerie Villegas,2,132.09
3758,2023-01-16,Leadership Development,Internal,Failed,Jenniferfurt,Matthew Rios,4,917.17
3759,2022-08-11,Project Management,Internal,Completed,Garyshire,Justin Carter,2,790.71
3760,2022-11-28,Technical Skills,External,Passed,New Teresaland,Billy Baker,1,680.48
3761,2022-08-18,Customer Service,External,Failed,Rodriguezview,Kenneth Gonzalez,1,947.57
3762,2023-06-15,Project Management,Internal,Failed,Ryanhaven,Claudia Clark,2,594.61
3763,2022-11-13,Technical Skills,External,Incomplete,New Kathleen,Jeffery Kim,1,775.59
3764,2022-08-30,Communication Skills,External,Incomplete,Thomastown,Daniel Garrett,2,239.16
3765,2022-11-25,Customer Service,Internal,Completed,Dominiqueton,Nancy Harrison,5,275.94
3766,2023-03-27,Technical Skills,Internal,Incomplete,South Adamburgh,Chad Payne,4,466.32
3767,2022-10-12,Leadership Development,Internal,Completed,Allisonfort,Cheryl Schultz,4,840.46
3768,2023-01-04,Leadership Development,Internal,Completed,Buckmouth,Anna Everett,3,145.76
3769,2022-10-12,Project Management,Internal,Incomplete,New Vincenthaven,Michael Nelson,2,647.7
3770,2023-07-05,Project Management,Internal,Incomplete,New Ryan,Lisa Tran,2,536.2
3771,2023-03-26,Communication Skills,Internal,Incomplete,Gallowaychester,Jorge Rice,5,769.97
3772,2023-01-01,Communication Skills,External,Completed,New Jason,Kristin Freeman,1,894.66
3773,2022-11-15,Project Management,External,Failed,Ramirezstad,Evelyn Hayes,2,374.02
3774,2023-02-04,Leadership Development,Internal,Passed,Matthewborough,Jason Wells,5,569.42
3775,2022-11-14,Customer Service,Internal,Completed,East Cristianmouth,Kimberly Howard DVM,1,172.82
3776,2023-02-05,Project Management,Internal,Completed,Amberborough,Teresa Reilly,4,585.84
3777,2022-10-13,Project Management,External,Completed,Monicaberg,Brittany Wilson,1,759.38
3778,2022-09-13,Customer Service,Internal,Completed,Lake Arielberg,Emily Johnson,5,341.74
3779,2023-05-29,Project Management,External,Incomplete,Michaelstad,Kristi Jackson,3,733.04
3780,2023-08-02,Customer Service,Internal,Failed,Vincentbury,James Allen,2,658.27
3781,2023-07-11,Customer Service,External,Incomplete,New Mia,David Nash,1,124.77
3782,2022-12-11,Technical Skills,Internal,Passed,New Jordan,Dustin Anderson,5,506.4
3783,2023-01-25,Technical Skills,External,Completed,Anthonyside,Amanda Miller,5,851.24
3784,2022-10-12,Communication Skills,Internal,Completed,Myerston,Kylie Tran,2,671.12
3785,2022-10-01,Project Management,External,Passed,Lake Danielmouth,Nathan Juarez,1,257.8
3786,2023-04-17,Leadership Development,External,Failed,Jeanetteton,Wyatt Gray,4,280.06
3787,2023-04-26,Project Management,External,Passed,New Donald,Christine Escobar,4,140.03
3788,2023-03-21,Customer Service,External,Completed,Russellstad,Jessica Jones,2,796.95
3789,2022-10-26,Technical Skills,External,Incomplete,Jessicastad,Alejandro Carter,1,997.38
3790,2023-03-18,Communication Skills,External,Completed,East Erichaven,Douglas Phillips,2,676.95
3791,2023-02-12,Leadership Development,External,Failed,Stephanieside,Laura Mathis,2,348.89
3792,2022-09-09,Project Management,External,Passed,Brownland,Angela Castillo,1,385.62
3793,2022-11-24,Project Management,Internal,Completed,Lake Andrewshire,Margaret Best,2,552.67
3794,2023-04-17,Communication Skills,External,Failed,Nicholsonport,David Black,2,645.11
3795,2023-01-25,Project Management,External,Passed,Jenniferfurt,Jeffrey Edwards,1,954.02
3796,2023-07-03,Technical Skills,External,Incomplete,Jenningsville,Richard Brock,5,255.74
3797,2023-03-09,Technical Skills,External,Completed,Mayburgh,Margaret Cox,2,279.38
3798,2022-08-22,Project Management,External,Passed,New Richard,Joshua Kennedy,5,303.44
3799,2022-08-07,Communication Skills,Internal,Incomplete,Sheenaville,Travis Moore,4,809.38
3800,2022-10-14,Customer Service,Internal,Completed,Davisland,Lori Kane,4,886.12
3801,2023-04-01,Leadership Development,External,Incomplete,Annaport,David Anderson,2,125.88
3802,2023-01-24,Leadership Development,Internal,Passed,Malikmouth,Gary Jackson,1,493.72
3803,2023-02-12,Project Management,External,Passed,Mcclurebury,Patricia Hernandez,4,993.68
3804,2023-02-15,Customer Service,External,Incomplete,Port Joshuaside,Derek Mason,4,414.55
3805,2022-08-31,Communication Skills,External,Incomplete,Lake Richard,Patricia Nelson,1,391.88
3806,2022-09-09,Customer Service,External,Passed,New Henryshire,Rachel Blackburn,4,600.64
3807,2023-03-26,Communication Skills,External,Passed,Stevenshire,Stacy Smith,1,997.74
3808,2023-01-25,Technical Skills,External,Passed,Harrisonborough,Raymond Mitchell,4,254.26
3809,2022-10-21,Technical Skills,External,Incomplete,Walterview,Virginia Johnson,3,786.62
3810,2022-12-21,Communication Skills,External,Completed,South Jason,Ashley Price,3,189.7
3811,2023-05-15,Technical Skills,External,Completed,Cervantesland,Thomas Stevenson,2,484.02
3812,2023-06-02,Communication Skills,Internal,Failed,Marktown,William Bridges,5,299.74
3813,2023-07-21,Technical Skills,Internal,Failed,Mirandachester,Paul Robinson,1,169.79
3814,2023-07-09,Communication Skills,Internal,Failed,Smithchester,Seth Bradley,5,655.68
3815,2023-02-05,Project Management,Internal,Failed,Dianemouth,Evan Hart,1,910.09
3816,2022-12-20,Communication Skills,External,Passed,Barnesbury,Jessica Hicks,5,912.1
3817,2023-03-07,Customer Service,Internal,Incomplete,Strongfurt,Thomas Pena,4,456.65
3818,2022-11-07,Leadership Development,External,Incomplete,Thomasview,Jeremy Lee,4,313.5
3819,2022-12-29,Leadership Development,Internal,Incomplete,Port Christopherton,Marcus Harris,3,906.45
3820,2022-08-19,Project Management,External,Incomplete,Matthewmouth,Dawn Dunn,2,333.8
3821,2022-11-30,Project Management,External,Passed,Duncanland,Lisa Mitchell,2,866.63
3822,2022-12-08,Technical Skills,Internal,Incomplete,Shannonshire,Raymond Lee,5,357.58
3823,2022-09-21,Communication Skills,External,Completed,Wardstad,Gary Hill,4,516.9
3824,2022-10-18,Leadership Development,Internal,Completed,Lake Robert,Katherine Neal,5,200.23
3825,2022-09-24,Leadership Development,Internal,Completed,Karenside,Bradley Norris,1,728.77
3826,2022-11-21,Communication Skills,Internal,Completed,West Robert,Christopher Contreras,4,286.12
3827,2023-02-01,Communication Skills,Internal,Failed,Sellersbury,Thomas Mcknight,5,997.15
3828,2023-06-13,Leadership Development,External,Failed,South Rebecca,Andrew Sanders,2,984.63
3829,2022-10-24,Project Management,External,Incomplete,Davismouth,Ms. Mary Smith,5,233.67
3830,2023-03-15,Technical Skills,Internal,Completed,Cooperview,Micheal Bishop,3,142.42
3831,2023-03-22,Project Management,Internal,Failed,Baldwinmouth,William Brooks,2,784.73
3832,2023-01-10,Leadership Development,Internal,Incomplete,Burgessfurt,Gwendolyn Keller,4,770.38
3833,2023-06-23,Leadership Development,External,Completed,East Willieburgh,John Guerra,2,409.16
3834,2023-01-04,Technical Skills,External,Passed,Heatherborough,Crystal Wallace,1,700.53
3835,2022-11-05,Customer Service,External,Failed,Howardland,Austin Todd,3,439.63
3836,2023-04-29,Technical Skills,External,Incomplete,Justinport,Michael Miller,3,830.78
3837,2023-02-22,Communication Skills,Internal,Failed,North Eileen,Sherri Snyder,3,320.34
3838,2023-04-19,Communication Skills,Internal,Failed,West Michael,Mallory Johnson,2,510.23
3839,2023-06-12,Communication Skills,External,Failed,Michaelville,Chris Beasley,4,403.0
3840,2022-11-06,Technical Skills,External,Failed,West Jessicamouth,Evelyn Gray,4,170.61
3841,2023-01-24,Customer Service,External,Passed,South Annahaven,Dean Grimes,4,872.91
3842,2022-09-22,Project Management,Internal,Completed,Boothville,Keith Thomas,5,584.99
3843,2023-08-04,Technical Skills,External,Passed,New Richard,Rachel Brock,2,582.09
3844,2023-07-09,Project Management,External,Failed,East Normanbury,Kelly Diaz,5,603.67
3845,2022-08-17,Project Management,Internal,Passed,Tapiastad,Jason Mendoza,5,546.24
3846,2023-04-11,Leadership Development,Internal,Incomplete,West Lori,Frank Rogers,4,607.97
3847,2023-03-28,Technical Skills,Internal,Completed,Keithhaven,Andrew Powers,4,130.59
3848,2022-11-18,Communication Skills,Internal,Incomplete,Cardenasshire,Shane James,2,443.56
3849,2023-03-15,Leadership Development,External,Passed,South Lauraland,Tiffany Glover,3,436.47
3850,2022-11-01,Communication Skills,Internal,Completed,Catherinestad,Cody Flores,1,355.75
3851,2023-01-21,Project Management,Internal,Failed,East Michele,Angel Morales,3,982.51
3852,2023-03-28,Technical Skills,External,Completed,Joanmouth,Kevin Mitchell,3,372.76
3853,2022-10-06,Leadership Development,External,Failed,New Davidview,Regina Sullivan,3,348.22
3854,2022-10-17,Communication Skills,External,Incomplete,West Mary,Edward Campbell,5,913.62
3855,2022-10-02,Communication Skills,External,Passed,Lake Melissaborough,Brian Garcia,1,157.94
3856,2023-07-12,Technical Skills,External,Completed,Jensenborough,Zachary Jennings,4,527.6
3857,2023-07-24,Leadership Development,External,Completed,South Thomasview,Darrell Davidson,1,601.2
3858,2023-06-13,Project Management,External,Failed,Lake Jessicaport,Mary Morris,4,478.88
3859,2023-06-05,Communication Skills,External,Completed,North Amber,Colleen Miller,1,838.69
3860,2022-10-10,Technical Skills,Internal,Completed,West Briana,Sarah Walter,4,389.63
3861,2023-04-29,Project Management,Internal,Passed,Robertchester,Daniel Brown,1,911.36
3862,2022-09-22,Communication Skills,Internal,Passed,South Davidmouth,Darlene Harris,3,603.03
3863,2022-09-16,Leadership Development,Internal,Incomplete,Port Amanda,Sharon Decker,5,274.98
3864,2022-11-02,Leadership Development,External,Incomplete,North Regina,Dennis Decker,4,976.03
3865,2022-11-03,Project Management,External,Completed,Milesshire,Cheryl Ortiz,2,399.26
3866,2022-12-04,Customer Service,Internal,Incomplete,New Rachelborough,Erica Brewer,4,993.08
3867,2022-09-07,Communication Skills,External,Failed,Stewartbury,Angie Romero DDS,4,540.57
3868,2022-09-27,Project Management,Internal,Completed,North Timothyland,Taylor Harrington,3,272.58
3869,2023-03-19,Project Management,External,Completed,Christophershire,Amanda Chase,2,905.51
3870,2023-03-10,Technical Skills,External,Completed,Kevinville,Christopher Herring,1,919.25
3871,2023-04-15,Technical Skills,External,Completed,West Christina,Pamela Acosta,5,979.98
3872,2023-02-26,Communication Skills,Internal,Completed,Davisville,Robert Gray,3,499.86
3873,2023-03-10,Project Management,Internal,Completed,West Deborahville,Shane Jones,3,598.22
3874,2022-10-03,Project Management,External,Passed,Suzanneborough,Kristy Rodriguez,2,421.93
3875,2023-06-10,Leadership Development,External,Incomplete,Edwardshaven,Loretta Reynolds,2,860.22
3876,2022-11-10,Leadership Development,External,Failed,Crosschester,Gary Park,1,946.23
3877,2023-06-04,Communication Skills,External,Passed,Markhaven,Jeremy Townsend,1,888.55
3878,2022-12-28,Customer Service,Internal,Passed,Fletchermouth,Nancy Lewis,5,749.69
3879,2023-04-11,Project Management,Internal,Incomplete,South Jeremyberg,Angel Mckinney,2,613.95
3880,2022-09-25,Communication Skills,Internal,Completed,Randallport,Kyle Davis,3,934.92
3881,2022-10-25,Project Management,External,Failed,Edwardville,Beth Hughes,3,170.61
3882,2023-06-02,Customer Service,Internal,Completed,Blanchardton,Brandon Brown,2,654.09
3883,2023-07-05,Communication Skills,Internal,Incomplete,North Erin,Alexandria Davis,2,842.6
3884,2022-09-17,Customer Service,External,Passed,Martinbury,Amy Garcia,1,789.88
3885,2022-08-19,Communication Skills,External,Failed,Lindseyberg,Brian Brown,2,324.81
3886,2022-11-28,Technical Skills,External,Passed,Lake Charlesborough,Dr. Allison Reese,4,298.1
3887,2023-07-25,Communication Skills,External,Failed,Millerville,Mark Lewis,1,181.23
3888,2022-12-21,Project Management,Internal,Completed,Laraside,Kevin Paul,4,287.18
3889,2023-08-02,Technical Skills,External,Incomplete,Courtneyville,Martha Clements,1,292.8
3890,2023-01-08,Project Management,External,Completed,North Rebeccafurt,Brian Salazar II,4,596.62
3891,2023-04-08,Leadership Development,External,Passed,Carolbury,Amy Gomez,5,774.74
3892,2022-10-10,Technical Skills,External,Completed,South Tyler,Brad Hogan,5,894.59
3893,2022-09-16,Leadership Development,External,Failed,Port Tracieview,Erin Jones,1,242.36
3894,2022-12-02,Leadership Development,External,Failed,South Miguel,Roy Morales,4,533.27
3895,2023-04-22,Technical Skills,External,Completed,Robinsonmouth,Monica Johnson,1,983.77
3896,2023-04-06,Technical Skills,Internal,Passed,New Jessicatown,Sandra Poole,4,293.64
3897,2023-08-04,Technical Skills,Internal,Incomplete,New Katherine,Kyle Wilson,3,380.61
3898,2022-11-21,Technical Skills,Internal,Failed,Lake Michael,Alexis Johnson,4,942.24
3899,2022-09-23,Customer Service,Internal,Failed,Singletonborough,Laura Hahn,2,662.56
3900,2023-05-02,Technical Skills,Internal,Passed,Brownstad,Anthony Smith,5,143.21
3901,2023-05-11,Customer Service,External,Failed,Port Randyfort,Linda Harris,1,876.73
3902,2023-01-11,Leadership Development,External,Failed,Mcdonaldshire,Shawn Rivera,4,768.05
3903,2023-06-01,Communication Skills,External,Incomplete,North Paulville,Nicole Sampson,4,153.15
3904,2023-06-17,Project Management,External,Passed,Diazchester,Jeffrey Roberts,5,339.73
3905,2022-12-18,Project Management,Internal,Failed,West Christopher,Holly Stewart,3,233.22
3906,2023-02-19,Project Management,Internal,Completed,New Randy,Philip Flores,2,735.44
3907,2022-12-06,Technical Skills,External,Incomplete,Port Gary,Lucas King,3,281.7
3908,2022-09-20,Project Management,External,Failed,South Scott,Randy Baker,1,489.69
3909,2023-01-04,Project Management,Internal,Failed,Bennetthaven,John Patel,4,436.23
3910,2023-05-07,Leadership Development,External,Incomplete,Haasstad,Wayne Ferguson,5,248.85
3911,2022-09-09,Customer Service,External,Failed,Lake Tracyton,Barbara Stevenson,5,395.22
3912,2022-08-09,Leadership Development,External,Passed,Brittneystad,Christina Garcia,4,615.7
3913,2022-11-28,Technical Skills,Internal,Failed,South Ian,Heather Hahn,4,387.35
3914,2023-02-24,Leadership Development,Internal,Failed,Smithhaven,Leslie Dyer,1,559.86
3915,2023-04-01,Leadership Development,External,Completed,South Elizabethfort,Wendy Curry,2,602.21
3916,2023-03-16,Communication Skills,External,Passed,Callahanton,Margaret Walker,4,343.6
3917,2023-03-28,Project Management,Internal,Failed,New Jacquelineland,Brandi Clark,3,328.89
3918,2022-10-10,Communication Skills,External,Completed,Cruztown,Richard Rodriguez,3,701.83
3919,2023-07-28,Customer Service,External,Completed,Greenshire,Robert Barton,5,229.03
3920,2023-06-04,Customer Service,Internal,Failed,Bowmanberg,Shane Salazar,3,809.39
3921,2023-06-04,Customer Service,External,Completed,Lisaborough,Sandra Haney,5,393.54
3922,2023-03-18,Communication Skills,External,Incomplete,Luisbury,Ariel Brown,1,629.74
3923,2022-12-27,Project Management,External,Failed,South Bradley,Martin Brown,2,378.39
3924,2022-09-08,Customer Service,External,Passed,Deborahton,Jerry Carter,2,715.98
3925,2023-02-12,Leadership Development,Internal,Failed,Lake Regina,Jacob Forbes,1,386.55
3926,2023-07-25,Customer Service,Internal,Incomplete,Blakeview,Sandra Ferrell,2,449.35
3927,2023-03-05,Customer Service,External,Completed,South Ronaldburgh,Sergio Wheeler,2,878.67
3928,2022-09-11,Leadership Development,Internal,Failed,Jenniferton,Devin Clark MD,1,799.99
3929,2023-07-11,Technical Skills,Internal,Failed,Lake Williamfort,Jessica Reyes,3,617.52
3930,2023-05-30,Leadership Development,External,Failed,Seanport,Crystal Henderson,5,522.86
3931,2022-11-12,Customer Service,External,Failed,Port Robynborough,Jordan Trevino,5,685.82
3932,2023-02-27,Technical Skills,Internal,Completed,East Daniel,Jonathon Smith,5,898.93
3933,2022-08-23,Communication Skills,Internal,Incomplete,Juanchester,Adam Frye,1,559.55
3934,2023-02-16,Project Management,Internal,Completed,Mariahton,Frederick White,5,219.78
3935,2023-07-16,Customer Service,Internal,Passed,Lake Jason,Clifford Washington,5,223.6
3936,2023-05-14,Communication Skills,Internal,Completed,Josephbury,Jamie Taylor,4,283.29
3937,2023-04-02,Communication Skills,Internal,Completed,Kevinton,Kevin Wilkinson,2,935.28
3938,2023-07-30,Technical Skills,External,Completed,South Judithmouth,James Vasquez,2,892.83
3939,2023-05-18,Technical Skills,Internal,Passed,East Stephen,Sierra Liu,4,318.19
3940,2022-08-11,Project Management,External,Failed,Melissaside,Shane Ortiz,5,305.31
3941,2022-09-13,Project Management,External,Incomplete,Thomaston,Bradley Taylor,5,756.43
3942,2023-01-28,Customer Service,External,Completed,Joanneshire,Corey Taylor DDS,5,940.22
3943,2023-05-15,Communication Skills,External,Failed,West Justinchester,Ryan Zhang,3,282.37
3944,2022-08-19,Technical Skills,External,Completed,Danielletown,Gerald Barnes,1,627.14
